0,1,"Tallapoosa County, AL","1.093 (0.989,~1.196)","0.752 (0.217,~0.910)","8,277 (20.4)",855,"40,497",9.24\%
1153,1,"Jackson County, FL","3.647 (2.553,~4.073)","1.276 (1.218,~1.330)","5,241 (10.9)","1,821","48,305",2.09\%
1154,1,"Jefferson County, FL","3.647 (2.553,~4.073)","1.276 (1.218,~1.330)",689 (4.8),453,"14,288",1.10\%
1155,1,"Lafayette County, FL","3.647 (2.553,~4.073)","1.276 (1.218,~1.330)",137 (1.6),146,"8,732",0.68\%
1156,1,"Levy County, FL","3.647 (2.553,~4.073)","1.276 (1.218,~1.330)",551 (1.4),684,"40,770",0.58\%
1157,1,"Liberty County, FL","3.647 (2.553,~4.073)","1.276 (1.218,~1.330)",827 (9.8),400,"8,457",1.50\%
1158,1,"Madison County, FL","3.647 (2.553,~4.073)","1.276 (1.218,~1.330)","1,103 (6.0)",700,"18,529",1.14\%
1159,1,"Suwannee County, FL","3.647 (2.553,~4.073)","1.276 (1.218,~1.330)","5,931 (13.4)","1,454","44,191",2.96\%
1160,1,"Taylor County, FL","3.647 (2.553,~4.073)","1.276 (1.218,~1.330)",551 (2.6),961,"21,623",0.42\%
1161,1,"Wakulla County, FL","3.647 (2.553,~4.073)","1.276 (1.218,~1.330)",551 (1.7),692,"32,461",0.58\%
1162,1,"Washington County, FL","3.647 (2.553,~4.073)","1.276 (1.218,~1.330)","1,931 (7.8)",867,"24,880",1.61\%

0,2,"Putnam County, NY","0.894 (0.699,~1.141)","0.270 (0.026,~0.539)","8,074 (8.2)","1,449","98,892",4.35\%
1,2,"Kent County, MI","2.970 (2.448,~3.257)","0.493 (0.027,~1.013)","21,749 (3.3)","7,523","653,786",2.09\%
2,2,"Macomb County, MI","2.660 (2.547,~2.792)","0.646 (0.123,~0.846)","108,977 (12.5)","10,433","874,759",9.07\%
3,2,"Boulder County, CO","2.333 (1.872,~2.585)","0.696 (0.234,~0.919)","11,232 (3.4)","2,046","326,078",3.67\%
4,2,"Worcester County, MA","3.864 (3.564,~4.218)","0.707 (0.633,~0.782)","105,191 (12.7)","13,630","830,839",7.37\%
5,2,"Weld County, CO","2.417 (2.234,~2.607)","0.722 (0.208,~0.855)","20,375 (6.5)","3,709","314,305",3.86\%
6,2,"Ottawa County, MI","0.771 (0.691,~0.865)","0.727 (0.131,~0.924)","7,663 (2.6)","1,827","290,494",3.07\%
7,2,"Arapahoe County, CO","2.788 (2.634,~2.924)","0.738 (0.229,~0.926)","61,928 (9.5)","7,311","651,215",4.98\%
8,2,"Boone County, KY","3.106 (2.768,~3.458)","0.742 (0.564,~0.909)","2,890 (2.2)","1,104","131,533",2.17\%
9,2,"Boyd County, KY","3.106 (2.768,~3.458)","0.742 (0.564,~0.909)",361 (0.8),190,"47,240",1.58\%
10,2,"Campbell County, KY","3.106 (2.768,~3.458)","0.742 (0.564,~0.909)","1,565 (1.7)",569,"93,152",2.28\%
11,2,"Kenton County, KY","3.106 (2.768,~3.458)","0.742 (0.564,~0.909)","4,938 (3.0)","1,410","166,051",2.91\%
12,2,"Oldham County, KY","3.106 (2.768,~3.458)","0.742 (0.564,~0.909)","1,806 (2.7)",632,"66,470",2.37\%
13,2,"Buncombe County, NC","0.861 (0.763,~0.991)","0.757 (0.320,~0.945)","5,757 (2.2)","1,884","259,103",2.49\%
14,2,"Genesee County, MI","2.476 (2.344,~2.620)","0.761 (0.392,~0.843)","34,755 (8.5)","3,648","406,892",8.11\%
15,2,"Middlesex County, MA","3.418 (3.175,~3.754)","0.764 (0.686,~0.827)","222,297 (13.8)","26,420","1,614,714",7.58\%
16,2,"Johnson County, IN","2.835 (2.574,~3.029)","0.765 (0.684,~0.823)","17,198 (11.0)","1,757","156,225",6.72\%
17,2,"Essex County, MA","3.485 (3.246,~3.788)","0.766 (0.686,~0.832)","121,882 (15.4)","17,846","790,638",6.68\%
18,2,"Norfolk County, MA","3.255 (3.096,~3.582)","0.777 (0.718,~0.819)","103,512 (14.7)","10,614","705,388",9.39\%
19,2,"Hampden County, MA","3.258 (3.110,~3.474)","0.778 (0.731,~0.818)","78,607 (16.7)","7,600","470,406",9.30\%
20,2,"Bristol County, MA","3.644 (3.331,~4.044)","0.778 (0.694,~0.867)","69,176 (12.3)","9,355","564,022",6.78\%
21,2,"Suffolk County, NY","3.468 (3.051,~3.906)","0.779 (0.696,~0.865)","195,006 (13.2)","43,786","1,481,093",4.56\%
22,2,"Washtenaw County, MI","2.529 (2.363,~2.705)","0.782 (0.242,~0.904)","17,482 (4.7)","2,542","370,963",4.45\%
23,2,"Hamilton County, IN","2.731 (2.502,~2.916)","0.788 (0.726,~0.852)","16,316 (4.9)","2,763","330,086",3.76\%
24,2,"Plymouth County, MA","3.389 (3.188,~3.700)","0.792 (0.716,~0.842)","70,820 (13.7)","9,245","518,132",7.80\%
25,2,"Tulare County, CA","3.249 (2.627,~3.563)","0.798 (0.218,~1.093)","33,507 (7.2)","10,475","465,861",1.87\%
26,2,"Lake County, IL","3.819 (3.488,~4.230)","0.800 (0.723,~0.884)","58,298 (8.3)","12,670","700,832",3.52\%
27,2,"Jefferson Parish, LA","2.841 (2.722,~2.975)","0.805 (0.156,~0.973)","56,735 (13.1)","15,279","434,051",3.46\%
28,2,"Jefferson County, CO","2.790 (2.663,~2.939)","0.805 (0.293,~0.976)","30,309 (5.2)","4,177","580,233",5.46\%
29,2,"Carroll County, MD","3.659 (2.992,~4.394)","0.807 (0.707,~0.911)","15,289 (9.1)","1,546","168,429",7.57\%
30,2,"Charles County, MD","3.079 (2.284,~3.745)","0.807 (0.703,~0.910)","15,346 (9.5)","2,024","161,503",4.50\%
31,2,"New Haven County, CT","3.685 (3.201,~4.138)","0.808 (0.742,~0.890)","119,689 (14.0)","13,145","857,620",8.40\%
32,2,"Lucas County, OH","3.095 (2.958,~3.255)","0.813 (0.765,~0.860)","39,429 (9.2)","5,348","429,899",6.04\%
33,2,"Larimer County, CO","2.928 (2.739,~3.128)","0.814 (0.138,~1.081)","4,131 (1.2)","1,554","350,518",2.25\%
34,2,"Mesa County, CO","2.928 (2.739,~3.128)","0.814 (0.138,~1.081)",472 (0.3),306,"153,207",1.31\%
35,2,"Pueblo County, CO","2.928 (2.739,~3.128)","0.814 (0.138,~1.081)","4,013 (2.4)",693,"167,529",4.91\%
36,2,"Wyandotte County, KS","2.695 (2.520,~2.857)","0.814 (0.215,~0.964)","14,857 (9.0)","4,896","165,324",2.02\%
37,2,"Adams County, CO","2.849 (2.692,~2.981)","0.822 (0.190,~0.983)","30,632 (6.0)","6,491","511,868",2.71\%
38,2,"Oakland County, MI","2.619 (2.513,~2.738)","0.823 (0.704,~0.866)","124,465 (9.9)","15,501","1,259,201",7.28\%
39,2,"Frederick County, MD","3.264 (2.536,~3.966)","0.825 (0.678,~0.954)","15,627 (6.1)","3,067","255,648",3.95\%
40,2,"Durham County, NC","0.914 (0.851,~0.984)","0.825 (0.296,~0.942)","11,455 (3.6)","6,171","316,739",1.30\%
41,2,"Bucks County, PA","4.036 (3.479,~4.593)","0.825 (0.750,~0.935)","56,032 (8.9)","7,197","628,195",8.09\%
42,2,"Dutchess County, NY","3.779 (3.226,~4.442)","0.826 (0.708,~0.968)","16,042 (5.5)","4,607","293,718",3.32\%
43,2,"Hartford County, CT","3.726 (3.335,~4.164)","0.830 (0.768,~0.895)","143,098 (16.0)","12,761","892,697",11.09\%
44,2,"Floyd County, IN","0.813 (0.752,~0.887)","0.830 (0.775,~0.907)","5,548 (7.1)",779,"77,781",5.91\%
45,2,"Porter County, IN","0.813 (0.752,~0.887)","0.830 (0.775,~0.907)","4,704 (2.8)","1,316","169,594",2.96\%
46,2,"Vanderburgh County, IN","0.813 (0.752,~0.887)","0.830 (0.775,~0.907)","1,568 (0.9)","1,963","180,974",0.66\%
47,2,"Fairfield County, CT","3.395 (3.053,~3.844)","0.831 (0.760,~0.905)","146,281 (15.5)","17,956","943,823",7.84\%
48,2,"Lorain County, OH","1.049 (0.964,~1.131)","0.832 (0.766,~0.892)","8,561 (2.8)","1,770","309,461",4.41\%
49,2,"Tuscaloosa County, AL","0.867 (0.763,~0.964)","0.837 (0.351,~1.085)","11,661 (5.6)","4,213","208,911",1.73\%
50,2,"Summit County, OH","3.037 (2.876,~3.255)","0.837 (0.787,~0.900)","25,068 (4.6)","3,555","541,918",6.24\%
51,2,"Rockingham County, NH","0.718 (0.648,~0.775)","0.839 (0.750,~0.904)","11,725 (3.8)","1,691","309,176",5.68\%
52,2,"King County, WA","2.561 (2.473,~2.660)","0.839 (0.603,~0.898)","106,989 (4.8)","16,570","2,233,163",4.07\%
53,2,"Mobile County, AL","2.955 (2.439,~3.182)","0.847 (0.212,~1.046)","24,089 (5.8)","9,947","413,757",2.08\%
54,2,"Brown County, WI","0.874 (0.782,~0.969)","0.849 (0.758,~0.941)","6,680 (2.5)","4,264","263,378",1.27\%
55,2,"Mahoning County, OH","3.298 (3.149,~3.478)","0.852 (0.815,~0.899)","24,487 (10.7)","2,554","229,642",9.98\%
56,2,"Stark County, OH","2.979 (2.489,~3.270)","0.854 (0.805,~0.913)","13,298 (3.6)","1,827","371,574",7.61\%
57,2,"Will County, IL","3.161 (2.814,~3.526)","0.859 (0.781,~0.955)","47,983 (6.9)","9,236","692,310",3.72\%
58,2,"Washoe County, NV","2.984 (2.462,~3.229)","0.859 (0.254,~1.078)","15,528 (3.3)","5,756","465,735",2.05\%
59,2,"Harford County, MD","0.924 (0.723,~1.155)","0.860 (0.774,~0.957)","8,365 (3.3)","1,968","253,956",3.51\%
60,2,"Johnson County, KS","2.822 (2.627,~3.003)","0.861 (0.194,~1.066)","14,199 (2.4)","5,703","597,555",1.81\%
61,2,"Kalamazoo County, MI","0.830 (0.762,~0.912)","0.863 (0.549,~0.980)","11,646 (4.4)","1,639","264,870",5.06\%
62,2,"Delaware County, IN","0.870 (0.790,~0.952)","0.864 (0.778,~0.951)","5,882 (5.1)",730,"114,772",7.12\%
63,2,"Benton County, WA","3.111 (2.975,~3.270)","0.866 (0.304,~1.039)","15,947 (7.9)","3,723","201,877",3.09\%
64,2,"Douglas County, CO","2.659 (2.169,~2.933)","0.866 (0.302,~1.010)","9,225 (2.7)","1,734","342,776",3.40\%
65,2,"Kane County, IL","4.058 (3.661,~4.532)","0.867 (0.788,~0.946)","39,055 (7.3)","9,759","534,216",3.13\%
66,2,"Contra Costa County, CA","3.196 (2.644,~3.497)","0.870 (0.342,~1.139)","16,308 (1.4)","9,182","1,150,215",1.51\%
67,2,"El Paso County, CO","2.847 (2.700,~2.988)","0.875 (0.240,~1.021)","23,049 (3.2)","5,006","713,856",2.74\%
68,2,"Snohomish County, WA","2.748 (2.626,~2.886)","0.875 (0.457,~0.977)","26,433 (3.2)","5,465","814,901",3.53\%
69,2,"Benton County, AR","0.834 (0.716,~0.944)","0.876 (0.187,~1.105)","7,258 (2.7)","4,774","272,608",0.90\%
70,2,"Washington County, AR","0.834 (0.716,~0.944)","0.876 (0.187,~1.105)","8,777 (3.7)","6,298","236,961",0.83\%
71,2,"Westchester County, NY","2.864 (2.685,~3.162)","0.877 (0.813,~0.954)","139,872 (14.5)","36,205","967,612",4.00\%
72,2,"East Baton Rouge Parish, LA","3.005 (2.870,~3.104)","0.878 (0.237,~1.042)","46,548 (10.6)","12,187","440,956",2.85\%
73,2,"Tolland County, CT","2.965 (2.548,~3.476)","0.888 (0.728,~1.013)","7,532 (5.0)","1,056","150,921",6.25\%
74,2,"Hendricks County, IN","3.132 (2.601,~3.401)","0.888 (0.837,~0.943)","15,347 (9.2)","1,887","167,009",5.72\%
75,2,"Ascension Parish, LA","2.799 (2.612,~2.997)","0.889 (0.405,~1.027)","11,429 (9.2)","2,871","124,672",2.58\%
76,2,"Kenosha County, WI","0.934 (0.842,~1.028)","0.891 (0.807,~0.971)","7,215 (4.3)","2,667","169,290",2.25\%
77,2,"Guilford County, NC","3.257 (2.645,~3.556)","0.893 (0.413,~1.021)","19,352 (3.6)","5,651","533,670",2.76\%
78,2,"Lake County, IN","3.169 (3.013,~3.322)","0.896 (0.848,~0.956)","33,181 (6.8)","7,570","484,411",3.63\%
79,2,"Berks County, PA","3.895 (3.387,~4.453)","0.897 (0.792,~0.973)","38,224 (9.1)","5,382","420,152",6.84\%
80,2,"Prince William County, VA","0.921 (0.843,~1.027)","0.898 (0.686,~0.997)","34,969 (7.5)","9,488","468,011",1.85\%
81,2,"Anne Arundel County, MD","3.479 (2.978,~4.048)","0.900 (0.817,~0.977)","28,108 (4.9)","7,361","576,031",3.06\%
82,2,"Lubbock County, TX","2.780 (2.308,~3.065)","0.903 (0.389,~1.048)","10,015 (3.3)","6,018","307,412",1.21\%
83,2,"Hall County, GA","0.781 (0.721,~0.837)","0.904 (0.838,~0.961)","10,222 (5.1)","6,080","202,148",1.50\%
84,2,"Calvert County, MD","0.864 (0.748,~1.123)","0.907 (0.816,~0.981)","3,568 (3.9)",697,"92,003",4.02\%
85,2,"Cecil County, MD","0.864 (0.748,~1.123)","0.907 (0.816,~0.981)","3,823 (3.7)",702,"102,826",4.27\%
86,2,"Queen Anne's County, MD","0.864 (0.748,~1.123)","0.907 (0.816,~0.981)","3,185 (6.3)",431,"50,251",5.80\%
87,2,"Beaver County, PA","2.739 (2.462,~3.140)","0.908 (0.782,~1.021)","9,321 (5.7)","1,316","164,742",6.99\%
88,2,"Hamilton County, OH","3.277 (3.087,~3.425)","0.912 (0.861,~0.952)","30,484 (3.7)","9,643","816,684",2.64\%
89,2,"Champaign County, IL","3.202 (2.498,~3.745)","0.912 (0.782,~1.064)","2,671 (1.3)","1,669","209,983",1.14\%
90,2,"Kendall County, IL","3.202 (2.498,~3.745)","0.912 (0.782,~1.064)","3,233 (2.5)","1,377","127,915",1.67\%
91,2,"McLean County, IL","3.202 (2.498,~3.745)","0.912 (0.782,~1.064)","2,109 (1.2)",651,"172,828",2.30\%
92,2,"Monroe County, IL","3.202 (2.498,~3.745)","0.912 (0.782,~1.064)","1,827 (5.3)",318,"34,335",4.09\%
93,2,"Rock Island County, IL","3.202 (2.498,~3.745)","0.912 (0.782,~1.064)","5,061 (3.5)","1,745","143,477",2.06\%
94,2,"Orange County, NY","3.032 (2.824,~3.268)","0.913 (0.833,~0.991)","62,517 (16.4)","11,159","381,951",4.40\%
95,2,"Lackawanna County, PA","3.715 (3.209,~4.273)","0.916 (0.819,~1.020)","23,413 (11.1)","1,932","210,793",10.97\%
96,2,"Cass County, ND","0.771 (0.714,~0.835)","0.917 (0.850,~0.996)","12,968 (7.1)","3,039","181,516",2.50\%
97,2,"Butler County, OH","0.940 (0.843,~1.015)","0.918 (0.824,~0.989)","7,936 (2.1)","2,929","382,378",2.15\%
98,2,"Middlesex County, CT","3.285 (2.964,~3.900)","0.921 (0.826,~0.998)","20,732 (12.7)","1,396","162,682",13.75\%
99,2,"St. Tammany Parish, LA","2.879 (2.757,~3.018)","0.923 (0.424,~1.036)","23,783 (9.2)","5,229","258,111",4.09\%
100,2,"Hillsborough County, NH","0.847 (0.791,~0.896)","0.927 (0.867,~0.974)","40,740 (9.8)","3,850","415,247",7.25\%
101,2,"Jefferson County, KY","2.932 (2.739,~3.211)","0.929 (0.833,~1.002)","30,522 (4.0)","8,084","770,517",2.93\%
102,2,"Luzerne County, PA","3.393 (2.850,~3.971)","0.931 (0.832,~1.053)","20,868 (6.6)","3,448","317,646",5.34\%
103,2,"Polk County, IA","1.932 (1.182,~2.409)","0.937 (0.881,~0.987)","31,250 (6.4)","10,309","487,204",2.01\%
104,2,"St. Clair County, IL","2.921 (1.675,~3.934)","0.937 (0.845,~1.045)","20,509 (7.9)","4,006","261,059",4.02\%
105,2,"Cumberland County, ME","3.206 (2.814,~3.939)","0.938 (0.793,~1.053)","7,679 (2.6)","2,088","293,557",3.30\%
106,2,"Montgomery County, PA","3.787 (3.359,~4.322)","0.938 (0.872,~1.028)","98,350 (11.9)","10,121","828,604",8.47\%
107,2,"Montgomery County, MD","3.935 (3.489,~4.537)","0.944 (0.874,~0.994)","88,498 (8.4)","18,392","1,052,567",4.37\%
108,2,"Racine County, WI","0.991 (0.920,~1.066)","0.945 (0.879,~1.009)","9,220 (4.7)","3,514","196,584",2.22\%
109,2,"Henrico County, VA","2.816 (2.338,~3.045)","0.945 (0.879,~0.995)","23,907 (7.3)","3,871","329,261",4.78\%
110,2,"Sussex County, NJ","3.258 (3.055,~3.578)","0.948 (0.892,~1.013)","23,399 (16.6)","1,330","140,799",14.89\%
111,2,"Mecklenburg County, NC","3.503 (3.321,~3.673)","0.949 (0.743,~1.016)","35,666 (3.3)","22,255","1,093,901",1.02\%
112,2,"St. Mary's County, MD","0.941 (0.810,~1.144)","0.949 (0.854,~1.011)","9,813 (8.7)",983,"112,664",5.29\%
113,2,"Clark County, OH","3.351 (3.193,~3.528)","0.955 (0.902,~1.008)","1,577 (1.2)","1,146","134,585",1.22\%
114,2,"Clermont County, OH","3.351 (3.193,~3.528)","0.955 (0.902,~1.008)","1,239 (0.6)",933,"205,466",1.18\%
115,2,"Delaware County, OH","3.351 (3.193,~3.528)","0.955 (0.902,~1.008)","2,140 (1.0)","1,301","204,826",1.46\%
116,2,"Greene County, OH","3.351 (3.193,~3.528)","0.955 (0.902,~1.008)","1,352 (0.8)",690,"167,995",1.74\%
117,2,"Lake County, OH","3.351 (3.193,~3.528)","0.955 (0.902,~1.008)","4,281 (1.9)","1,114","230,514",3.41\%
118,2,"Medina County, OH","3.351 (3.193,~3.528)","0.955 (0.902,~1.008)","3,943 (2.2)",923,"179,146",3.79\%
119,2,"Warren County, OH","3.351 (3.193,~3.528)","0.955 (0.902,~1.008)","4,394 (1.9)","1,789","232,173",2.18\%
120,2,"Franklin County, OH","3.543 (3.384,~3.706)","0.956 (0.917,~0.997)","87,281 (6.7)","18,317","1,310,300",2.86\%
121,2,"Nueces County, TX","1.241 (1.017,~1.452)","0.957 (0.210,~1.156)","49,052 (13.5)","15,244","362,265",1.55\%
122,2,"Prince George's County, MD","3.801 (3.209,~4.403)","0.960 (0.903,~1.034)","106,426 (11.7)","23,697","909,308",3.18\%
123,2,"Mercer County, NJ","3.571 (3.308,~3.937)","0.963 (0.911,~1.008)","79,572 (21.5)","8,119","369,811",7.62\%
124,2,"Pierce County, WA","2.966 (2.801,~3.103)","0.963 (0.465,~1.060)","19,740 (2.2)","5,682","891,299",2.46\%
125,2,"Winnebago County, IL","0.896 (0.756,~1.117)","0.963 (0.867,~1.060)","16,247 (5.7)","3,779","284,081",3.47\%
126,2,"St. Joseph County, IN","0.955 (0.887,~1.026)","0.965 (0.901,~1.032)","10,090 (3.7)","3,500","270,771",2.31\%
127,2,"Spokane County, WA","2.917 (2.711,~3.110)","0.967 (0.651,~1.072)","7,414 (1.4)","4,442","514,631",2.00\%
128,2,"Cherokee County, GA","0.825 (0.749,~0.891)","0.973 (0.894,~1.048)","8,403 (3.3)","3,462","254,149",1.82\%
129,2,"Fulton County, GA","2.970 (2.839,~3.084)","0.976 (0.941,~1.010)","70,517 (6.7)","20,276","1,050,114",2.12\%
130,2,"Warren County, NJ","3.423 (3.186,~3.658)","0.977 (0.925,~1.029)","19,507 (18.4)","1,345","105,779",12.79\%
131,2,"Chesterfield County, VA","0.859 (0.785,~0.930)","0.977 (0.826,~1.073)","10,322 (3.0)","4,362","348,556",1.83\%
132,2,"Morris County, NJ","3.393 (3.238,~3.604)","0.978 (0.936,~1.021)","89,886 (18.2)","7,248","494,228",11.44\%
133,2,"Cabarrus County, NC","3.590 (3.441,~3.809)","0.982 (0.734,~1.066)","7,550 (3.6)","2,630","211,342",1.90\%
134,2,"Catawba County, NC","3.590 (3.441,~3.809)","0.982 (0.734,~1.066)","4,379 (2.8)","2,120","158,652",1.37\%
135,2,"Forsyth County, NC","3.590 (3.441,~3.809)","0.982 (0.734,~1.066)","7,852 (2.1)","5,273","379,099",0.99\%
136,2,"Gaston County, NC","3.590 (3.441,~3.809)","0.982 (0.734,~1.066)","7,852 (3.5)","3,322","222,846",1.57\%
137,2,"New Hanover County, NC","3.590 (3.441,~3.809)","0.982 (0.734,~1.066)","3,020 (1.3)","2,566","232,274",0.78\%
138,2,"Union County, NC","3.590 (3.441,~3.809)","0.982 (0.734,~1.066)","6,493 (2.8)","3,096","235,908",1.39\%
139,2,"Chester County, PA","3.485 (2.801,~4.141)","0.982 (0.902,~1.082)","40,264 (7.7)","5,102","522,046",6.84\%
140,2,"Cobb County, GA","2.992 (2.852,~3.109)","0.983 (0.943,~1.015)","50,621 (6.7)","13,564","756,865",2.35\%
141,2,"McHenry County, IL","2.481 (1.514,~3.204)","0.984 (0.885,~1.068)","17,199 (5.6)","3,189","308,570",3.57\%
142,2,"Allen County, IN","3.371 (2.772,~3.634)","0.986 (0.931,~1.034)","23,825 (6.3)","3,902","375,351",4.18\%
143,2,"Somerset County, NJ","3.485 (3.326,~3.673)","0.987 (0.934,~1.030)","64,654 (19.5)","5,245","331,164",10.70\%
144,2,"Jefferson County, AL","3.240 (3.068,~3.373)","0.988 (0.501,~1.120)","35,847 (5.4)","13,109","659,300",1.85\%
145,2,"Pulaski County, AR","3.067 (2.525,~3.357)","0.989 (0.295,~1.138)","11,950 (3.0)","5,582","392,680",1.52\%
146,2,"Gwinnett County, GA","2.963 (2.829,~3.089)","0.990 (0.953,~1.027)","47,043 (5.1)","19,808","927,781",1.31\%
147,2,"Chatham County, GA","0.841 (0.774,~0.925)","0.992 (0.920,~1.081)","8,071 (2.8)","5,703","289,195",1.32\%
148,2,"Elkhart County, IN","1.005 (0.928,~1.087)","0.994 (0.935,~1.076)","11,275 (5.5)","4,843","205,560",1.73\%
149,2,"Ocean County, NJ","3.480 (3.226,~3.782)","0.996 (0.953,~1.045)","96,172 (16.0)","10,596","601,651",9.61\%
150,2,"Erie County, NY","3.618 (3.147,~4.189)","0.998 (0.913,~1.093)","69,054 (7.5)","8,904","919,719",7.54\%
151,2,"Rensselaer County, NY","2.974 (2.611,~3.565)","0.999 (0.887,~1.125)","3,367 (2.1)",765,"159,442",3.92\%
152,2,"Saratoga County, NY","2.974 (2.611,~3.565)","0.999 (0.887,~1.125)","1,908 (0.8)",757,"230,163",2.25\%
153,2,"Schenectady County, NY","2.974 (2.611,~3.565)","0.999 (0.887,~1.125)","4,153 (2.7)","1,058","155,350",3.50\%
154,2,"Albemarle County, VA","0.925 (0.865,~1.019)","1.000 (0.847,~1.090)","2,244 (2.1)",838,"108,718",1.91\%
155,2,"Hanover County, VA","0.925 (0.865,~1.019)","1.000 (0.847,~1.090)","4,489 (4.2)",644,"107,239",4.97\%
156,2,"Roanoke County, VA","0.925 (0.865,~1.019)","1.000 (0.847,~1.090)",561 (0.6),496,"94,073",0.81\%
157,2,"Spotsylvania County, VA","0.925 (0.865,~1.019)","1.000 (0.847,~1.090)","4,910 (3.7)","1,486","134,238",2.36\%
158,2,"Stafford County, VA","0.925 (0.865,~1.019)","1.000 (0.847,~1.090)","1,262 (0.8)","1,374","149,960",0.66\%
159,2,"York County, VA","0.925 (0.865,~1.019)","1.000 (0.847,~1.090)",561 (0.8),366,"67,846",1.09\%
160,2,"Chesapeake city, VA","0.925 (0.865,~1.019)","1.000 (0.847,~1.090)","5,191 (2.1)","2,912","242,634",1.27\%
161,2,"Emporia city, VA","0.925 (0.865,~1.019)","1.000 (0.847,~1.090)","2,104 (41.1)",175,"5,121",8.57\%
162,2,"Virginia Beach city, VA","0.925 (0.865,~1.019)","1.000 (0.847,~1.090)","7,576 (1.7)","4,973","450,189",1.09\%
163,2,"Waynesboro city, VA","0.925 (0.865,~1.019)","1.000 (0.847,~1.090)",420 (1.9),173,"22,628",1.73\%
164,2,"Monmouth County, NJ","3.418 (3.245,~3.738)","1.005 (0.954,~1.051)","98,858 (15.9)","10,302","621,354",8.31\%
165,2,"Northampton County, PA","3.904 (3.291,~4.454)","1.005 (0.930,~1.099)","31,258 (10.3)","3,928","304,807",7.43\%
166,2,"Anoka County, MN","0.833 (0.764,~0.890)","1.006 (0.931,~1.078)","18,619 (5.3)","3,683","353,813",3.10\%
167,2,"Hennepin County, MN","3.020 (2.876,~3.161)","1.010 (0.966,~1.058)","120,424 (9.6)","19,271","1,259,428",4.33\%
168,2,"Galveston County, TX","2.502 (1.548,~3.158)","1.010 (0.519,~1.137)","11,380 (3.4)","9,376","337,890",1.21\%
169,2,"Riverside County, CA","3.239 (3.110,~3.416)","1.014 (0.725,~1.120)","109,486 (4.5)","40,452","2,450,758",1.98\%
170,2,"Monroe County, NY","3.287 (2.932,~3.836)","1.015 (0.913,~1.110)","33,407 (4.5)","4,956","742,474",5.75\%
171,2,"Clark County, NV","3.074 (2.960,~3.190)","1.015 (0.907,~1.066)","97,363 (4.4)","48,466","2,231,647",1.67\%
172,2,"Albany County, NY","3.342 (2.878,~4.094)","1.016 (0.903,~1.152)","15,776 (5.1)","2,595","307,117",4.93\%
173,2,"Fresno County, CA","0.897 (0.817,~0.970)","1.019 (0.769,~1.122)","24,573 (2.5)","17,290","994,400",0.99\%
174,2,"Multnomah County, OR","3.041 (2.884,~3.253)","1.023 (0.706,~1.133)","12,502 (1.5)","4,917","811,880",1.93\%
175,2,"Onondaga County, NY","3.579 (2.678,~4.262)","1.023 (0.946,~1.127)","23,032 (5.0)","3,576","461,809",5.59\%
176,2,"Montgomery County, TX","0.898 (0.823,~0.969)","1.025 (0.488,~1.158)","9,525 (1.6)","6,577","590,925",1.29\%
177,2,"Wake County, NC","1.110 (1.053,~1.177)","1.028 (0.837,~1.143)","23,329 (2.1)","12,028","1,092,305",1.41\%
178,2,"Barrow County, GA","3.044 (2.922,~3.154)","1.031 (0.996,~1.063)","6,864 (8.5)","1,289","80,809",2.48\%
179,2,"Catoosa County, GA","3.044 (2.922,~3.154)","1.031 (0.996,~1.063)","1,930 (2.9)",637,"67,420",1.41\%
180,2,"Columbia County, GA","3.044 (2.922,~3.154)","1.031 (0.996,~1.063)","4,933 (3.2)","2,241","154,291",1.03\%
181,2,"Fayette County, GA","3.044 (2.922,~3.154)","1.031 (0.996,~1.063)","6,006 (5.3)","1,120","113,459",2.50\%
182,2,"Forsyth County, GA","3.044 (2.922,~3.154)","1.031 (0.996,~1.063)","4,719 (2.0)","2,270","236,612",0.97\%
183,2,"Henry County, GA","3.044 (2.922,~3.154)","1.031 (0.996,~1.063)","10,082 (4.4)","3,364","230,220",1.40\%
184,2,"Newton County, GA","3.044 (2.922,~3.154)","1.031 (0.996,~1.063)","8,580 (7.8)","1,787","109,541",2.24\%
185,2,"Paulding County, GA","3.044 (2.922,~3.154)","1.031 (0.996,~1.063)","4,719 (2.9)","1,678","164,044",1.31\%
186,2,"Rockdale County, GA","3.044 (2.922,~3.154)","1.031 (0.996,~1.063)","3,646 (4.0)","1,318","90,594",1.29\%
187,2,"Spalding County, GA","3.044 (2.922,~3.154)","1.031 (0.996,~1.063)","8,795 (13.3)",937,"66,100",4.38\%
188,2,"Whitfield County, GA","3.044 (2.922,~3.154)","1.031 (0.996,~1.063)","6,435 (6.2)","3,527","104,062",0.85\%
189,2,"Pima County, AZ","3.608 (3.435,~3.758)","1.032 (0.991,~1.080)","59,558 (5.7)","17,880","1,039,073",2.73\%
190,2,"El Paso County, TX","0.973 (0.927,~1.027)","1.035 (0.539,~1.150)","53,799 (6.4)","16,308","840,758",1.80\%
191,2,"Baltimore County, MD","3.759 (3.253,~4.355)","1.035 (0.962,~1.093)","64,502 (7.8)","13,257","828,431",4.25\%
192,2,"Lafayette Parish, LA","3.388 (3.217,~3.586)","1.036 (0.188,~1.216)","17,521 (7.2)","7,628","242,782",1.22\%
193,2,"Oklahoma County, OK","3.016 (2.864,~3.180)","1.039 (0.989,~1.095)","14,192 (1.8)","10,560","792,582",1.06\%
